Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,DNA Repair,3.328476e-01,1.080262e+00,3.256831e-01,6.012255e-01,1.000000e+00,66/148,35.51%,RAD51;ZWINT;RFC4;TYMS;FEN1;NME1;PCNA;VPS37D;POLR2H;RFC5;ADA;HPRT1;LIG1;RFC3;RAE1;PRIM1;UMPS;NCBP2;SAC3D1;POLD1;ALYREF;POLA2;RFC2;SF3A3;NELFCD;NME4;POLR2D;POLB;CDA;UPF3B;SSRP1;BOLA2;NUDT21;GTF3C5;RPA3;POLA1;TP53;GTF2H3;CCNO;POLR2J;POLR2F;DGUOK;TARBP2;ADRM1;POLR1C;CSTF3;ARL6IP1;SEC61A1;ITPA;POLR2I;DUT;TAF6;TMED2;RAD52;AAAS;POLR2G;MRPL40;CANT1;ZNF707;DDB1;ZNRD1;RNMT;DDB2;BRF2;BCAP31;GTF2A2
prerank,Fatty Acid Metabolism,-2.541597e-01,-1.070559e+00,2.765957e-01,3.288483e-01,7.593152e-01,32/154,17.42%,CA4;CYP1A1;INMT;GPD1;ACADL;AQP7;AOC3;HMGCS2;HPGD;LTC4S;MGLL;CD36;ACSL5;HSD17B11;CYP4A11;MAOA;ACSL4;CYP4A22;HSD17B4;FABP1;SERINC1;ACOT2;DHCR24;PTPRG;G0S2;CD1D;ACSL1;ACAA2;EPHX1;ACSM3;CA2;ACAA1
prerank,Hypoxia,3.229756e-01,1.067670e+00,3.480129e-01,5.996796e-01,1.000000e+00,54/191,20.44%,HOXB9;PKP1;SLC2A1;LALBA;EFNA3;AK4;TKTL1;B4GALNT2;CA12;GAPDHS;BCAN;INHA;KIF5A;GPC1;IGFBP3;PKLR;GAPDH;PPFIA4;TPBG;SLC2A5;EDN2;DPYSL4;NCAN;PDK1;MIF;LDHC;TMEM45A;NDRG1;PFKP;PCK1;FAM162A;EGFR;SIAH2;GPI;PGF;ACKR3;TPI1;CHST2;COL5A1;LDHA;TPD52;STC2;ALDOC;DDIT4;ADM;PGM2;KDELR3;CSRP2;ENO1;ALDOA;HS3ST1;ADORA2B;ENO2;P4HA1
prerank,Wnt-beta Catenin Signaling,3.527065e-01,9.805661e-01,5.000000e-01,8.520576e-01,1.000000e+00,11/42,20.11%,DKK4;WNT6;SKP2;JAG1;DKK1;WNT5B;KAT2A;LEF1;HDAC2;JAG2;WNT1
prerank,PI3K/AKT/mTOR  Signaling,2.972597e-01,9.208507e-01,6.270023e-01,9.888799e-01,1.000000e+00,14/104,17.51%,PITX2;GNGT1;SLC2A1;CDK1;FGF6;SFN;ADCY2;PDK1;E2F1;TRIB3;EGFR;CDK4;VAV3;PLCB1
prerank,Androgen Response,-2.243268e-01,-8.998074e-01,7.251908e-01,8.630974e-01,9.808661e-01,27/96,26.51%,STEAP4;TMPRSS2;HPGD;PTPN21;MAK;GPD1L;LIFR;AKAP12;ADAMTS1;CCND3;B2M;IQGAP2;DHCR24;TSC22D1;MYL12A;SLC26A2;FKBP5;INSIG1;PTK2B;HSD17B14;ABCC4;IDI1;DNAJB9;NCOA4;ZMIZ1;PIAS1;ABHD2
prerank,Apical Junction,2.704151e-01,8.955426e-01,7.187500e-01,1.000000e+00,1.000000e+00,32/192,16.45%,KRT31;PPP2R2C;CDSN;DSC3;COL17A1;DSC1;ADAM23;CDH3;CLDN19;CLDN6;DMP1;ITGB4;CDH8;MMP9;COL9A1;SLC30A3;FSCN1;MDK;LAMC2;PARD6G;JUP;AMH;CLDN8;EGFR;NRTN;LAMB3;CNTN1;CERCAM;KCNH2;ITGA2;GAMT;TUBG1
prerank,UV Response Up,2.689964e-01,8.710360e-01,7.505470e-01,1.000000e+00,1.000000e+00,27/154,14.31%,LHX2;NKX2-5;GAL;NPTX2;SHOX2;ONECUT1;CTSV;COL2A1;SLC6A8;CCNE1;CHRNA5;RFC4;HTR7;IGFBP2;FEN1;FMO1;GGH;PPAT;ASNS;CLCN2;RET;MAPK8IP2;FKBP4;TCHH;POLR2H;PPIF;MMP14
prerank,Estrogen Response Early,2.601135e-01,8.573244e-01,8.115016e-01,9.984864e-01,1.000000e+00,41/194,16.63%,KRT13;KRT15;SLC2A1;TFF1;HR;SYT12;RAPGEFL1;SLC7A5;SOX3;CA12;TUBB2B;CELSR2;SFN;ELOVL2;PTGES;LAD1;SLC16A1;PMAIP1;TPBG;MPPED2;TFAP2C;SLC9A3R1;RET;MYB;TPD52L1;TSKU;PDZK1;SLC1A4;FKBP4;DHRS2;KRT19;FHL2;SIAH2;PPIF;BCL11B;GREB1;SEC14L2;RBBP8;RHOD;STC2;KLK10
prerank,p53 Pathway,2.541738e-01,8.419229e-01,7.970244e-01,9.810230e-01,1.000000e+00,29/191,17.25%,SERPINB5;KRT17;GPX2;CLCA2;KLK8;TP63;CDKN2A;SLC7A11;PERP;ITGB4;ABCC5;SFN;CDK5R1;TGFA;TPD52L1;HSPA4L;TCHH;PCNA;NDRG1;SDC1;FAM162A;TRIB3;DGKA;ADA;RAP2B;DDIT4;SPHK1;ST14;IRAK1
prerank,Apical Surface,2.986041e-01,8.359024e-01,7.483176e-01,9.476574e-01,1.000000e+00,7/43,13.13%,RHCG;LYPD3;BRCA1;SULF2;SLC22A12;HSPB1;GSTM3
prerank,Notch Signaling,-2.421974e-01,-7.683656e-01,8.385827e-01,1.000000e+00,9.979859e-01,9/32,21.55%,ARRB1;FZD5;HEYL;ST3GAL6;DTX4;WNT2;MAML2;PSEN2;TCF7L2
prerank,Cholesterol Homeostasis,-2.020704e-01,-7.673324e-01,9.508197e-01,9.934981e-01,9.979859e-01,21/72,26.93%,LPL;PPARG;CXCL16;ATF3;LDLR;CLU;LGALS3;ANXA5;CHKA;ACSS2;ANTXR2;PNRC1;TP53INP1;CPEB2;LGMN;IDI1;ERRFI1;AVPR1A;LSS;PLAUR;NFIL3
prerank,Hedgehog Signaling,2.676052e-01,7.260658e-01,8.686327e-01,1.000000e+00,1.000000e+00,5/35,10.22%,NKX6-1;CDK5R1;L1CAM;NRCAM;SCG2
prerank,Oxidative Phosphorylation,1.983755e-01,6.557688e-01,9.916230e-01,1.000000e+00,1.000000e+00,82/184,38.92%,OPA1;GPI;MRPS12;LDHA;NDUFS6;IDH2;MRPS30;NDUFB5;CYC1;TIMM50;UQCRH;LRPPRC;MTX2;MRPL15;UQCRFS1;GOT2;MDH2;TOMM22;CYCS;MRPL35;NDUFB4;VDAC2;PHB2;PDP1;MRPS22;COX5A;NNT;POLR2F;MRPL11;LDHB;MDH1;SDHA;VDAC3;NDUFA9;TIMM10;COX5B;VDAC1;SLC25A5;TIMM13;HSD17B10;COX6B1;PDHA1;COX6C;IMMT;SUPV3L1;TIMM9;SDHC;FXN;AFG3L2;TIMM8B;SLC25A12;FH;MRPS11;AIFM1;NDUFS2;ATP6V1C1;IDH3B;NDUFAB1;HCCS;COX6A1;NDUFS1;ETFB;NDUFB3;PDHX;HSPA9;NDUFA8;TIMM17A;CS;NDUFS8;NDUFV1;ETFA;DLD;COX7A2L;IDH1;COX8A;OAT;RHOT2;MRPS15;NDUFS3;COX7B;GRPEL1;NDUFA6
prerank,Pperoxisome,1.987054e-01,6.215363e-01,9.919908e-01,1.000000e+00,1.000000e+00,6/104,7.65%,CACNA1B;CRABP1;TOP2A;CEL;CRABP2;ABCC5
prerank,Reactive Oxygen Species Pathway,1.959469e-01,5.548530e-01,9.923567e-01,9.980912e-01,1.000000e+00,15/47,27.86%,GCLC;SRXN1;NQO1;GCLM;PFKP;ABCC1;TXN;G6PD;TXNRD1;PRDX4;GSR;NDUFB4;PRDX1;PRNP;PRDX2
prerank,Protein Secretion,-1.355694e-01,-5.390684e-01,1.000000e+00,9.989031e-01,1.000000e+00,94/94,86.51%,SH3GL2;CAV2;STX12;TSPAN8;GALC;SGMS1;SNX2;STX7;CD63;PAM;SNAP23;VAMP3;CLN5;ICA1;RAB5A;RPS6KA3;GOLGA4;RAB14;NAPA;PPT1;ATP7A;STAM;ARFIP1;ATP1A1;ABCA1;DST;SSPN;ATP6V1H;VAMP7;AP2B1;TSG101;MON2;ARF1;SEC31A;GBF1;VAMP4;AP3B1;AP1G1;RAB9A;CTSC;USO1;KIF1B;ARFGAP3;ADAM10;M6PR;CLCN3;ARCN1;IGF2R;CLTC;NAPG;ARFGEF2;SEC24D;RER1;KRT18;RAB2A;CLTA;GOSR2;COPB1;SCAMP1;LAMP2;GNAS;AP3S1;COG2;COPE;YIPF6;RAB22A;VPS45;OCRL;TOM1L1;VPS4B;ARFGEF1;SCAMP3;STX16;MAPK1;BET1;GLA;ERGIC3;SOD1;TMX1;LMAN1;TMED2;AP2S1;SCRN1;TMED10;DNM1L;ZW10;YKT6;ATP6V1B1;COPB2;AP2M1;ANP32E;BNIP3;TPD52;EGFR
