Hugo_Symbol,T_Paired,P_Paired
TBC1D31,-9.200050728644825,2.973647284772309e-12
G6PC2,4.9874801798546295,8.075464989150611e-06
ZNF597,14.128680795345893,6.598000493005038e-19
RNF114,3.3840352817499078,0.0014131486717412554
SFRP2,-3.2984738080532225,0.0018153485695934163
PNMA2,16.017425326088777,4.13029114854547e-21
C1orf158,5.070781089373826,6.065850414696989e-06
HENMT1,-3.8789210848673132,0.00031297701802725654
STX16,-4.2304510276387415,0.00010173023083279704
BFAR,4.622301959402968,2.7870282954423176e-05
SHROOM3,14.245422346979366,4.76342331018335e-19
NUP107,-10.436054272000282,4.788815360628296e-14
HS6ST1,-8.084740948867097,1.4181902494201291e-10
BRWD3,-5.167368226963074,4.346722863766674e-06
FGF11,-8.612493277062176,2.245408674477493e-11
CCDC138,-7.733158116185572,4.89876031526019e-10
FAM193B,3.4621338667615307,0.0011212434463776081
BATF,3.536864222168812,0.0008964065231191028
AGFG2,7.30455047786904,2.241620126390208e-09
TVP23B,-3.0289543650061272,0.00390897255679719
BCL6,3.6417617916094938,0.0006522560757200572
DNAJC3,6.424239241515253,5.1744883278708095e-08
CABP5,2.657138312185033,0.01060912665229938
C1orf233,-2.7052050033738517,0.009363293466989726
ADH6,2.5236530149763117,0.014906693500427884
ITGB6,10.732974288621747,1.825614388240186e-14
CEACAM21,11.604791672046343,1.1475214110101225e-15
ETV6,-2.9536462392410554,0.004812938538958732
C1RL,6.514089047034712,3.7559077711300735e-08
CCDC181,5.488989089805875,1.418922781852034e-06
GPN3,-3.0261352371231904,0.003939734019539448
RAP1GAP,8.592254775276624,2.4087869073988354e-11
MAGED2,4.232400784738824,0.00010108732276784366
C1orf85,-2.9817757816071797,0.004454589646382386
JRKL,-5.173974657485957,4.2485332095251085e-06
BHLHE40,2.959035010764136,0.00474227274242252
NMUR1,14.896290151712149,7.981702108468495e-20
SPATA18,6.1969803933276815,1.1624902540916057e-07
SLC17A3,6.402339512198573,5.594640408867856e-08
NTPCR,-4.4392950464802325,5.1275532125555824e-05
CBWD3,-3.8730852354345346,0.0003187615398817053
TLDC2,3.899420480110069,0.000293449822843126
IFNA5,4.345420819246419,6.987049889949357e-05
RP11-10J21.3,2.151918750433906,0.03635792562637377
GNAI2,16.570086385549324,1.0102583591032548e-21
MNDA,16.56341829454864,1.0273667809684508e-21
RP11-347C12.3,3.9428285507758316,0.00025590660014971863
CLEC6A,7.964134042366685,2.1677101268025556e-10
FCGR2A,11.206781743382729,4.009628352354457e-15
ZNF491,9.207643753431041,2.897633702640777e-12
SEP15,4.3459273391495765,6.975438181822338e-05
GMFG,18.928852898797558,3.5331765824257935e-24
MAGEH1,6.85762174306337,1.102409553587768e-08
GMFB,6.107279022800076,1.599163589434912e-07
AC068987.1,-5.834738509382448,4.2021144061342037e-07
SLC7A2,4.480755291131075,4.4693159677233615e-05
FAM83G,-5.860255905493049,3.839530751326034e-07
CCNA2,-12.160741019894544,2.068526459585337e-16
PSMC1,-7.060861682732886,5.339613324865667e-09
TGIF1,-3.8633542790902515,0.00032863695181498527
C18orf21,-3.6719075297202335,0.0005948222399626388
TDRKH,-2.135043385790863,0.037783166866434834
TXNDC15,10.163458470255256,1.171977221255638e-13
IPO5,-4.022804231617642,0.0001985303202500161
C8B,6.294920564946146,8.203338089951024e-08
DGKD,6.690553548869444,2.0011104268800483e-08
TMPO,-8.342097962617931,5.7562417107351124e-11
LY86,12.644252717486218,4.8148470308714843e-17
LDOC1,-2.196699785885087,0.03280242255300843
