Hugo_Symbol,Log2FC,T_Paired,P_Paired,T_Independent,P_Independent,Is_DEG_Paired,Is_DEG_Indep,Alignment_Category
RPS4X,0.19038922755314416,-1.465308669948663,0.14922436954901547,-1.3461860944429773,0.18134818881982182,False,False,Neither
GMCL1,0.6947987113585302,-6.780737010000324,1.4504310765102686e-08,-6.3718048437070545,6.103896990885803e-09,True,True,Both (Concordant)
TXN,1.2482439114551473,-6.058419140717848,1.9022184623247946e-07,-6.215360545443382,1.2512150752372502e-08,True,True,Both (Concordant)
SEMA3E,-2.5929111449495146,9.994668258501695,2.04911596497531e-13,10.435884683119655,1.3733317015504357e-17,True,True,Both (Concordant)
XKR3,-1.8147988899645013,4.247503398381876,9.623952177460517e-05,4.416765995163965,2.5842220822959877e-05,True,True,Both (Concordant)
AKR1CL1,1.0915837579185383,-2.066391235541103,0.04409806970929244,-2.149565201385225,0.03405142823948287,True,True,Both (Concordant)
CHRNB4,4.641200788348189,-7.791546348859474,3.9850929504248773e-10,-7.688181847615767,1.1665603477805851e-11,True,True,Both (Concordant)
ERCC2,0.2285258296118788,-2.111771208153549,0.03982891541293099,-2.0974219840993906,0.03852978070968827,False,False,Neither
EPHA5,-0.09586921076599628,0.1544066748211528,0.877923325794115,0.16271549760292864,0.8710774953326743,False,False,Neither
BNC1,3.4937249927468574,-6.275929739736841,8.777275418548982e-08,-6.584323231616438,2.2783439532078435e-09,True,True,Both (Concordant)
KLF1,0.22636209441303962,-0.7813922440136849,0.43833107757613793,-0.7868538030937967,0.4332661832878901,False,False,Neither
BTBD10,0.5269047751045605,-6.291818809564513,8.29445444926161e-08,-6.518787769163048,3.0912461938315778e-09,False,False,Neither
FPR1,-2.508575498143432,8.359620909352403,5.414526508249922e-11,7.834424516651787,5.712206306179836e-12,True,True,Both (Concordant)
ARPP21,-0.54713826853177,0.571095454243433,0.5705451241395679,0.5793086849590694,0.5637101963260922,False,False,Neither
DPH3,-0.692430507824385,8.232733039331041,8.438605701047084e-11,7.972365703494241,2.9056134026279416e-12,True,True,Both (Concordant)
CHST8,0.7710053603556742,-1.1773196579792566,0.2447549900798704,-1.2087990420328387,0.22964852911292932,False,False,Neither
AGPAT5,0.8749276222209601,-6.71488581361037,1.834674428646528e-08,-6.578460811723914,2.3414885722483427e-09,True,True,Both (Concordant)
PCDH19,3.866754493809748,-5.057317275084136,6.353505842795794e-06,-5.091012781410851,1.7229835992811194e-06,True,True,Both (Concordant)
RP11-865B13.1,1.9964496852231435,-1.6144688500665818,0.1128477626739433,-1.5942327082802998,0.11410412333814005,False,False,Neither
CYB561D1,-0.39828553590491,4.337881947268833,7.162117906351386e-05,3.669462570036607,0.0003955125588372676,False,False,Neither
KRTAP12-2,1.0425246166465572,-0.5856416799144653,0.5608041202679477,-0.5933068407999269,0.554342665820876,False,False,Neither
CD93,-2.8625541581885523,14.307619687838148,4.0070787775590755e-19,14.066389844176129,2.9996373003728736e-25,True,True,Both (Concordant)
CASD1,-0.6457598672067323,4.811494606379697,1.4719787615174243e-05,4.637721583778817,1.0894385993973581e-05,True,True,Both (Concordant)
CLEC4F,-1.4092877633321357,5.098520156088612,5.5130755814970415e-06,4.873715950361304,4.219510600317213e-06,True,True,Both (Concordant)
MYD88,-1.0164812577796958,11.550462301072745,1.3595849446974825e-15,10.794999830366018,2.296815116862121e-18,True,True,Both (Concordant)
DHX37,0.6840856584461643,-8.16634004512265,1.0649489516875372e-10,-8.140597359586376,1.2704170006887957e-12,True,True,Both (Concordant)
SSPN,-0.18679348832638923,0.9788285230838747,0.3324728800660519,0.9579392677582399,0.3404506985878552,False,False,Neither
FAM213A,1.1950521563181802,-7.503676435359085,1.1046750216049098e-09,-7.5460332987183225,2.3286630235468892e-11,True,True,Both (Concordant)
ACBD3,0.23177593961213472,-3.5138656798378904,0.0009605579786765386,-3.359447670652828,0.0011138117102654334,False,False,Neither
B3GALT6,0.2727677844119384,-2.910393175814983,0.00541674045378701,-2.69314533892583,0.008326894842776834,False,False,Neither
FEM1A,-0.11129428403151845,0.7679529744958916,0.446200325054473,0.7622556274809307,0.4477381806341317,False,False,Neither
GP1BB,0.9293933770893013,-3.502307993298661,0.0009944285241805576,-3.4662907353965777,0.0007848770628985099,True,True,Both (Concordant)
LMTK2,0.09230086972782293,-0.3034181423160533,0.7628558118729942,-0.2993730944008,0.765289377412098,False,False,Neither
LRRC3DN,-0.49970847823176334,3.589097907375468,0.0007655651472898388,3.4354475631373913,0.0008689755435555003,False,False,Neither
RHOBTB1,-0.8691567292052755,7.38265959613116,1.6979443273263493e-09,7.9419099369432695,3.3739426596856104e-12,True,True,Both (Concordant)
LYPD2,1.8984054137631539,-1.6179855482851806,0.11208576328505065,-1.5540818090509299,0.12338851898449969,False,False,Neither
RD3,-1.123688121364233,1.8412717426627558,0.07163958572040602,1.8080212566180356,0.0736705059986557,False,False,Neither
RIOK3,0.5036187826108526,-3.0677304604291584,0.003508046965538821,-3.1188545919143555,0.0023841744196400664,False,False,Neither
XK,0.1870588564647061,-0.810547131235691,0.42154515443073215,-0.8014903119683741,0.42478693551935903,False,False,Neither
MEF2C,-1.9725381764264724,14.81080050188977,1.0063513972927975e-19,14.197797017531808,1.6229210398705555e-25,True,True,Both (Concordant)
GOLGA8G,3.4033304155011783,-2.4412095368123534,0.018296906290431562,-2.442501063665434,0.016376908078687896,True,True,Both (Concordant)
RUFY1,-0.6373824485415955,10.755504356094653,1.697561722716069e-14,9.966684433751364,1.4294926064496922e-16,True,True,Both (Concordant)
STON1-GTF2A1L,-0.8313032473035009,2.698197382783558,0.009536134957996958,2.2433484405048123,0.027125869028961965,True,True,Both (Concordant)
IL11RA,-0.9557961885976746,3.9902864176545516,0.00022017433175987127,3.8668699474453145,0.00019840068537950952,True,True,Both (Concordant)
TNFSF15,-1.1224509991841036,6.163668571811912,1.3087114521715297e-07,6.367985006925821,6.21231068039981e-09,True,True,Both (Concordant)
REP15,-0.7076304525594481,6.178197099024792,1.2428116956163732e-07,5.032510566390234,2.1972712813626597e-06,True,True,Both (Concordant)
CENPE,3.0670740995939405,-13.257529793517575,7.911706566691285e-18,-13.057251124176341,3.579542552211435e-23,True,True,Both (Concordant)
FDCSP,4.053147769030712,-1.3451410026302135,0.1847724347594127,-1.3474552737041168,0.1809407291793162,False,False,Neither
SEMA4F,0.5975455934077926,-4.357031845322769,6.725548416417723e-05,-4.47144099069685,2.0916601583824914e-05,True,True,Both (Concordant)
AMER1,1.0306991864173916,-7.324871903403683,2.0852874880273146e-09,-7.243489541850038,1.0034994686083261e-10,True,True,Both (Concordant)
CDK5R1,2.5361946257711345,-10.2825707093242,7.917552103813122e-14,-10.531725369473198,8.517010177606181e-18,True,True,Both (Concordant)
EEF1E1-BLOC1S5,0.8486466228644624,-0.9405797094269522,0.35153426499919516,-0.9922295103286152,0.3235291815377079,False,False,Neither
PDXDC1,0.12292050703010986,-1.7653219850058166,0.08374077771394575,-1.7807374721923914,0.07805395807161877,False,False,Neither
MC5R,1.227930604877878,-2.1504545024694735,0.0364796931175764,-2.123567766724864,0.03622439257097893,True,True,Both (Concordant)
SH3GLB1,-0.09386380251373011,1.3921110023718226,0.17017522407925004,1.3465060324776532,0.1812454101994277,False,False,Neither
ZNF697,0.39224632509084323,-2.836029410302538,0.006622205995016927,-2.9712954077307945,0.0037304116919025304,False,False,Neither
DNAJA1,-0.44640058843215075,3.9975363412090714,0.0002151593705582253,3.996026174386809,0.0001247836258706049,False,False,Neither
OR5B12,-0.8537105577493436,1.2250616132068952,0.22640844788292583,1.1591600783610299,0.24920756838209315,False,False,Neither
ATG9B,1.459361159982513,-3.820009268674857,0.0003763244183290816,-3.7274436455823707,0.00032374673755595834,True,True,Both (Concordant)
ARSD,-0.31138906500631697,2.4981589674193945,0.01588861467897027,2.3006819242666308,0.023529006980771573,False,False,Neither
RAB30,0.11199956024268018,-0.7348301245685362,0.4659453720204898,-0.7625800049397448,0.44754553996286117,False,False,Neither
PARP15,-1.7948614125342595,4.833974680098618,1.3637706778291465e-05,4.653658172853802,1.0226890977445443e-05,True,True,Both (Concordant)
XAGE1D,1.1890173409620932,-1.0164577856427317,0.3144042454938754,-0.997392663537987,0.32103031187241415,False,False,Neither
LRRC16B,1.4522049631538596,-4.4412086971931775,5.095188720197476e-05,-4.410397096244455,2.648407537588077e-05,True,True,Both (Concordant)
C6orf25,-2.0911173658496707,7.6993719221478205,5.520784888488703e-10,7.349090432890728,6.03706824054532e-11,True,True,Both (Concordant)
COL5A2,2.1147716465231245,-5.976005307393019,2.5482966363213646e-07,-5.672988441432612,1.4232310923916727e-07,True,True,Both (Concordant)
GSTCD,0.7321760611235881,-5.161291526683424,4.4390150766214395e-06,-5.264900349168455,8.29321926833813e-07,True,True,Both (Concordant)
UTY,-0.533192574757413,2.7538184559536782,0.008241375224691972,2.0904698205239276,0.039163692994990854,False,False,Neither
H1F0,1.461802848638567,-7.02208877143987,6.1312394173112746e-09,-6.922022214258379,4.6540136101676625e-10,True,True,Both (Concordant)
STK11IP,0.20307836205428884,-1.8007263865265883,0.07790228757814217,-1.683491197694134,0.09546305847441573,False,False,Neither
TEX28,1.49346414623566,-1.097635413547557,0.2777284309116425,-1.0421980770176618,0.2998840732098081,False,False,Neither
RPGR,-1.1773105369387669,8.504332128371804,3.269647927240033e-11,8.694235944807922,8.197599203601502e-14,True,True,Both (Concordant)
PRR3,0.43876529927199587,-3.499399786327298,0.001003128959213685,-3.251795111553096,0.00157306264464087,False,False,Neither
MCCC2,0.30725870836573116,-3.211084422469434,0.00233660581967316,-3.3078637379606937,0.0013154184794103429,False,False,Neither
CDA,0.9859288350436646,-1.8183069002328942,0.07513245238008706,-1.7991092972143954,0.07507927759563078,False,False,Neither
H2BFWT,6.714173200312746,-5.8795480793177735,3.586202484792414e-07,-5.907503170526573,5.031538067643669e-08,True,True,Both (Concordant)
TMEM222,-0.42120957988915625,6.980543254063855,7.110404278339718e-09,6.568980240963509,2.4472854519517313e-09,False,False,Neither
DNAJA2,0.028329477562631118,-0.3661160140963997,0.7158545366330076,-0.3801895059336817,0.7046275022076955,False,False,Neither
ZNF813,0.5681633671822466,-2.1207679688009753,0.03902683655962773,-2.177292212599037,0.03185945355404678,False,False,Neither
CYTL1,-1.9914829422498717,3.852805627940722,0.00033967533914047515,3.81820925131725,0.00023568368488233727,True,True,Both (Concordant)
PARVA,-0.5746305485127673,7.725670503100179,5.030242073747235e-10,7.2686291364347975,8.893142114883202e-11,False,False,Neither
ZNF385A,1.0391023796823626,-8.31410272328802,6.347823826867047e-11,-7.884775409001861,4.464387770838752e-12,True,True,Both (Concordant)
SLC5A7,1.520173482411688,-1.7481222824553964,0.08670641304818595,-1.7841369114462011,0.07749630491331243,False,False,Neither
ANKDD1B,-2.003352056251182,9.962504441418984,2.2801997364542254e-13,8.55581715354257,1.6301247681591698e-13,True,True,Both (Concordant)
RP11-553A10.1,4.128657082290339,-1.581990810033774,0.1200857019246304,-1.5851245964381742,0.11615973979990264,False,False,Neither
AAK1,0.40639334622626644,-3.4789336069045294,0.0010664428061024959,-3.2092864753683967,0.001799055452165593,False,False,Neither
DBNDD1,0.7945232201580598,-3.715448844589419,0.000520357250617215,-3.5527415703165786,0.0005881812476974686,True,True,Both (Concordant)
RPL34,-0.460456687056302,4.29015321756551,8.373883474918167e-05,4.564912933127097,1.4520229641937087e-05,False,False,Neither
POM121L7,-0.27251151052679273,0.8387273507485826,0.40569545090579634,0.8143750515446723,0.417404643142,False,False,Neither
FOXJ2,0.10816864724896999,-1.3009713516997492,0.19935300940550568,-1.1928308164082713,0.2358156653223715,False,False,Neither
PHF14,0.5977276467133283,-5.932155986399353,2.9767351948975207e-07,-5.513331175339776,2.857339815096248e-07,True,True,Both (Concordant)
ZNF408,0.7518886378880785,-3.9349566178609776,0.0002623515767097296,-3.902500045358193,0.00017474448833226208,True,True,Both (Concordant)
SPARC,0.14504669519023547,-0.7174697696617002,0.47649088275780777,-0.6679385882261879,0.5057428162933594,False,False,Neither
ZNF106,-1.1850745538446577,11.531137499003886,1.4442478205237417e-15,12.43779900896737,7.105351183425078e-22,True,True,Both (Concordant)
MAGEC1,7.921537706115515,-2.0959223658333714,0.041276976009965057,-2.0957568200916192,0.038680801837703956,True,True,Both (Concordant)
RANGAP1,1.2980636641681507,-13.02093297296825,1.579040065451035e-17,-12.112442024121547,3.46333103745484e-21,True,True,Both (Concordant)
ZBTB14,-0.08419078494512038,0.9630786853109415,0.34023697661827473,0.8433651930116373,0.40107804254678175,False,False,Neither
NR2F6,0.3341800751660262,-2.8445334925504553,0.006472721105897774,-3.0981402107571356,0.002541069945184971,False,False,Neither
PLXDC2,-0.7199375582189728,6.602670936222018,2.7382179801253487e-08,5.8158782822356265,7.569777738144092e-08,True,True,Both (Concordant)
NF2,0.3219894235207287,-3.95038246948053,0.0002498659911011083,-3.6897875387019416,0.00036878987224050265,False,False,Neither
HDLBP,0.46447448510251516,-5.350866603967967,2.29881637058986e-06,-5.443304778501182,3.867607300512294e-07,False,False,Neither
MRC1L1,-3.5846129652983847,12.48804605841605,7.68568481276595e-17,12.402159916778398,8.447659919967783e-22,True,True,Both (Concordant)
ZNF146,1.0329834448153774,-9.617094412408681,7.238925056391631e-13,-9.363460344908622,2.915142357256527e-15,True,True,Both (Concordant)
IGSF6,-1.7245889891208523,10.066426626930937,1.6152014694600206e-13,9.729179657544837,4.685729125299378e-16,True,True,Both (Concordant)
SLC19A3,-3.627056611544009,13.555277628371522,3.349079104163223e-18,13.396675956242602,7.078009881231452e-24,True,True,Both (Concordant)
ZNF541,-0.47858331577454394,1.123342605986579,0.2667657617735005,1.098377392533877,0.2747309686534869,False,False,Neither
EHD2,-1.4770274252944071,12.587040428254191,5.712317091821206e-17,12.944169653401264,6.158866216768824e-23,True,True,Both (Concordant)
FAIM3,-1.0249156197566476,2.826821678541945,0.006787662598295373,2.903307911720053,0.0045620479291773285,True,True,Both (Concordant)
CADPS,-0.5421888718492603,1.068836903335844,0.29038049132767685,1.1217042885266881,0.2647291328397358,False,False,Neither
WRAP73,0.5872498634714998,-5.583561374248086,1.018398820687896e-06,-5.132292562153812,1.4500648064170383e-06,True,True,Both (Concordant)
SP140,-1.1056996882443244,5.168762304021949,4.32581833375179e-06,4.938394497686951,3.2390943460300083e-06,True,True,Both (Concordant)
C1QBP,0.8370258870446806,-6.621956152657389,2.5561281510696063e-08,-7.066879730413795,2.336990480402941e-10,True,True,Both (Concordant)
GLB1,-0.6374133824730583,8.908828340887645,8.064864384095465e-12,8.69412464141535,8.202135597312854e-14,True,True,Both (Concordant)
PAX9,2.9132139515779776,-6.264738896428468,9.134053845162843e-08,-6.3938301081423266,5.514260595965126e-09,True,True,Both (Concordant)
AC024940.1,0.5439388501557968,-2.8185348870446276,0.006939835820803436,-2.8042251044205675,0.006081955280982826,False,False,Neither
RPUSD1,0.9396577902096622,-9.419006514806801,1.4128137819307003e-12,-8.628983115459175,1.1336717304154204e-13,True,True,Both (Concordant)
NRM,0.9295323731132303,-7.354669876030295,1.8756043964965855e-09,-7.607876371953052,1.7244762561797022e-11,True,True,Both (Concordant)
ATG4A,-0.5886281826863838,8.182423291017724,1.0065478048417306e-10,8.67306147617064,9.107283432627072e-14,True,True,Both (Concordant)
TMEM121,0.23794355457363248,-1.3252064753388184,0.1912490171358458,-1.1807191524232516,0.2405720579730598,False,False,Neither
CFHR4,3.811927651847428,-3.9386293352073607,0.0002593253402801581,-3.9238249311761346,0.0001619009764491385,True,True,Both (Concordant)
FAM78A,-1.2582346839371987,7.313291135205295,2.1729868729142465e-09,8.012032963665867,2.3913340251730552e-12,True,True,Both (Concordant)
C10orf95,-2.4086370513316036,6.947194923201757,8.008548120011721e-09,6.31664872816003,7.867633057219562e-09,True,True,Both (Concordant)
PPP6R1,0.2641128241612126,-3.3405219149317498,0.0016057589310398534,-3.118980854027639,0.0023832463069251497,False,False,Neither
RDH10,0.8060040943595436,-3.6584649060759773,0.0006198072452078392,-3.6482438398299837,0.00042536466413757107,True,True,Both (Concordant)
FHOD1,-1.2576553079883988,11.310443266006704,2.888938174914007e-15,10.699674950471373,3.690249910045582e-18,True,True,Both (Concordant)
ALK,0.8550750859204689,-1.0549685799875628,0.29661382057690255,-1.0683245182808503,0.2879986663271712,False,False,Neither
PLG,-1.0063533517821028,2.6165690013695864,0.01177697250122228,2.3456142822277615,0.02101083694032816,True,True,Both (Concordant)
BTN2A1,-0.7774869389042199,10.440777916445942,4.7155002506664125e-14,10.8724374412998,1.5630562952693872e-18,True,True,Both (Concordant)
CYP17A1,-2.3560210339094985,9.188501338897197,3.0931451034612274e-12,9.827743187327325,2.8627737481366205e-16,True,True,Both (Concordant)
EXO1,4.038430393587627,-12.745680785812427,3.5598549468443653e-17,-12.809551364094604,1.1770435141796274e-22,True,True,Both (Concordant)
GAGE12E,9.24121885582716,-1.011166879796209,0.3169038311236769,-1.0111996470096967,0.3144110436095639,False,False,Neither
PGPEP1L,-0.5861787675130662,1.9758119005598958,0.05382128334180402,2.177960260936728,0.03180819193050977,False,True,Independent-Only
FMNL2,-0.11696917651764445,0.773040492569882,0.443211661241798,0.7713873354526386,0.4423333729920177,False,False,Neither
ASF1A,-0.00435778837445165,0.03477919441685848,0.9723971062734856,0.033709984203402744,0.9731769814301254,False,False,Neither
VASN,-1.0471451964637555,7.15256419101288,3.850990252400565e-09,7.112045910333472,1.8836782280319937e-10,True,True,Both (Concordant)
ELAVL4,1.8258202176698672,-2.0836324797046952,0.04243130168749855,-2.1018662733045406,0.03812919725442433,True,True,Both (Concordant)
PHACTR3,-1.572940716370262,6.125311513230091,1.499904020845125e-07,5.678356258737745,1.3900494611569812e-07,True,True,Both (Concordant)
MFAP3,-0.42842579282746024,5.444967060580296,1.6552202982693863e-06,5.07513339828586,1.840804990009277e-06,False,False,Neither
OXA1L,-0.022431140396651568,0.360124752653475,0.720301512591114,0.3135011907319705,0.7545662022813606,False,False,Neither
SIGLEC11,-3.2077069018743343,12.319710693944526,1.276661266694605e-16,11.3225586272003,1.679461351250611e-19,True,True,Both (Concordant)
ITPRIPL2,-0.2591928162520627,2.15508227766779,0.03609606370020555,2.194811708666544,0.030538662546314873,False,False,Neither
CDNF,-0.4374586250502319,4.192367372217854,0.00011511522174780314,3.3378882442584974,0.0011942639793461587,False,False,Neither
ANK1,0.6224666917764962,-1.8543563017733553,0.06971151189704848,-1.7988303139459683,0.07512373638605578,False,False,Neither
RNASE4,-2.3020804039399683,18.40824416244547,1.1746330502947871e-23,19.349491431639752,3.043283563879257e-35,True,True,Both (Concordant)
CUX2,1.8628229545492065,-1.0854527183244775,0.28303266747241757,-1.0912438645693618,0.277841258716942,False,False,Neither
OR2AJ1,2.1023617176296776,-1.0305259438550585,0.3078231747505436,-1.0394797571388565,0.3011394980330009,False,False,Neither
C1orf234,1.262637570446643,-2.724895411564406,0.008892936139022447,-2.633170600128786,0.009830264683715218,True,True,Both (Concordant)
UHRF2,0.13140361352599897,-1.1289810025928428,0.2644028900712194,-1.1276679673536647,0.26221350925246073,False,False,Neither
ZSCAN5D,0.8805033311099468,-1.1447135414452527,0.2578886610520916,-1.099640663388647,0.2741826956512962,False,False,Neither
GPR22,-0.4296842752432452,1.2741895432994397,0.2086064576466194,1.4298853604979913,0.1559303150590264,False,False,Neither
SEMA3A,1.2312479127431009,-2.3721681304472906,0.021655296181654807,-2.3624730229518422,0.020129382494992146,True,True,Both (Concordant)
MRRF,0.6978011362900874,-6.308955596502575,7.803366907873833e-08,-6.465268234051878,3.962810863058641e-09,True,True,Both (Concordant)
ATP6V0D1,-0.9193739194542521,10.939355048726354,9.400255058035059e-15,10.85596453093584,1.696372533925262e-18,True,True,Both (Concordant)
FAM46C,-1.1453790372955466,5.601714271010925,9.554794044385344e-07,5.8395280946141215,6.814163539845094e-08,True,True,Both (Concordant)
C16orf11,6.22881869049588,-1.0958486564028618,0.27850197335567567,-1.0961054046785406,0.27571894751963777,False,False,Neither
TRIM14,-0.23420681960810208,2.232994143107277,0.030149579255429798,2.097796567809439,0.03849587823574559,False,False,Neither
ACTR3C,-0.16746883877671934,1.4741608046285501,0.1468344284735414,1.38559685807193,0.1690153841532595,False,False,Neither
IAPP,7.788627713988699,-2.7273319598354138,0.008836269889692355,-2.728807242919023,0.007535173329348544,True,True,Both (Concordant)
IQCD,-1.5332523862721203,4.673082247439417,2.3499729696617484e-05,4.378089210129457,2.9984423195942007e-05,True,True,Both (Concordant)
PITPNM2,-1.0333089141358789,8.148526458848961,1.1336227913067807e-10,8.463515163993506,2.5761832773242617e-13,True,True,Both (Concordant)
CCDC61,-0.36785314736625785,4.118926797676367,0.00014592295965775522,3.58258658028574,0.0005318486953380644,False,False,Neither
MYL9,-1.8876824797838956,16.509812135368332,1.1760645174602571e-21,16.277778837109743,1.2841225561138582e-29,True,True,Both (Concordant)
COL9A3,2.754660479202948,-3.3368518790738193,0.0016230961675259372,-3.3039676070713826,0.0013319586199779733,True,True,Both (Concordant)
SPATS2,1.1618584407623203,-13.23330104652799,8.489130649534873e-18,-12.828029984640837,1.0767970821956842e-22,True,True,Both (Concordant)
LACTB,-0.6010968608377408,6.765861165354162,1.5295114991033467e-08,6.487969579761714,3.5668681286732923e-09,True,True,Both (Concordant)
CAPN1,0.671703417995792,-9.028472725558315,5.347094468085144e-12,-8.610757735682762,1.2410595380626384e-13,True,True,Both (Concordant)
MEIS2,-0.4101873026251617,2.6997337080423747,0.009497992743915672,2.8060317590787425,0.006050521691834604,False,False,Neither
ZNF100,-0.41489637573842963,3.6315126135927946,0.0006729663321978033,3.534322706815749,0.0006257129324859653,False,False,Neither
CDH17,0.7319392803478108,-0.973691614904341,0.33499212643622167,-0.9545565795450903,0.34215064960774866,False,False,Neither
HSD11B2,1.0047804565630907,-2.6326347642585346,0.01130110917787852,-2.505553699789592,0.013873939734882884,True,True,Both (Concordant)
S100A2,6.369530723198445,-5.818088071255909,4.4568468863749803e-07,-5.826046346126459,7.235312034474434e-08,True,True,Both (Concordant)
NDUFA13,0.06748470782657888,-0.7199189113040518,0.47499503614306054,-0.7449646448985906,0.4580759474174235,False,False,Neither
GATA4,2.430475718474559,-2.931877932832774,0.005108511186909648,-2.907318250379045,0.004508610625393139,True,True,Both (Concordant)
SULT2A1,4.224699471087591,-1.3830715427897773,0.17291305762782333,-1.3862268082979536,0.1688235736371017,False,False,Neither
VPS11,-0.573709442345685,11.509505563630857,1.5453756556067714e-15,10.160239250070118,5.435205311700498e-17,False,False,Neither
PRKAB1,-0.8513254440053492,11.614556081755891,1.113120796664487e-15,11.157838227633825,3.794078451432975e-19,True,True,Both (Concordant)
AC010646.3,-0.9685674921633429,0.43187138757016974,0.6677293725264168,0.4354280646054248,0.6642092561907423,False,False,Neither
UBXN10,-2.2745869787287916,6.87334558451396,1.04226186312526e-08,6.593531183035444,2.182547404651709e-09,True,True,Both (Concordant)
DIP2C,-0.26482656181540004,2.3641098528235815,0.02208133599888903,2.431858217009574,0.01683703529996805,False,False,Neither
RNF115,0.09726294682200974,-1.171330428616754,0.2471304658599667,-1.2637477063896267,0.20931847783616025,False,False,Neither
KIAA1841,-0.18907663990107246,1.9174899532116534,0.061014768067253804,1.5004734836599338,0.13670676283905686,False,False,Neither
AC010336.1,1.5612974235737807,-7.038619064603167,5.780295419814792e-09,-6.778400815909975,9.174037239074786e-10,True,True,Both (Concordant)
RGSL1,2.6215435808574563,-2.9419188771007265,0.0049701328435417065,-2.998613829260706,0.0034375428234966216,True,True,Both (Concordant)
BEX2,0.5735764300620025,-2.4642254903614043,0.017286477224423145,-2.367995568368297,0.01984784736397851,False,False,Neither
CTSB,0.37906446870761545,-2.0663044683812064,0.04410659985579801,-1.9213867540168283,0.05758855349532254,False,False,Neither
GAL,5.453031497620028,-3.9903786149329865,0.00022010985232166476,-3.9902187927775583,0.00012743877632788252,True,True,Both (Concordant)
FBXO15,-1.2041151447772995,3.3959744363245954,0.001364266951202867,3.334142998858257,0.0012087839794102722,True,True,Both (Concordant)
GPR68,0.22727587893191334,-1.0202589344024755,0.3126167371966291,-0.9938466731540495,0.3227451243232426,False,False,Neither
AC009065.1,-0.0008705793531133612,0.001695228677023089,0.99865428682224,0.0014431779006574526,0.9988514447157746,False,False,Neither
CSPG5,-0.642325599265248,1.8621220396965088,0.0685880911541841,1.8537279887570624,0.06678607724017863,False,False,Neither
KLF13,-0.9221252372719425,8.211620839132786,9.086354299487915e-11,8.248150437664828,7.47463767762714e-13,True,True,Both (Concordant)
MESDC1,-0.6119492000695959,5.551789352529183,1.1385629134143484e-06,5.039542549329333,2.1341447951279397e-06,True,True,Both (Concordant)
RP11-1118M6.1,2.9597172563834993,-1.1936806175923442,0.23835014770604004,-1.1918494137498359,0.23619854026011955,False,False,Neither
OCM,0.27521137374773147,-0.5006708895260779,0.6188443214549111,-0.4760343120413228,0.6351094637700181,False,False,Neither
NFAT5,-0.7304123311707421,7.266319007405002,2.5683040599711465e-09,6.8842391444405395,5.566106777606201e-10,True,True,Both (Concordant)
AL589739.1,-0.4210101548490455,1.213306947691976,0.2308289917499957,1.1209624462134578,0.265043237027847,False,False,Neither
TMED7-TICAM2,0.7254982659723611,-3.393434091547364,0.001374531180092356,-3.246939179502031,0.0015974666774045316,True,True,Both (Concordant)
ASIC1,2.0287731072057196,-7.624321411710964,7.201476068765857e-10,-7.789332353000272,7.121141145704281e-12,True,True,Both (Concordant)
TPD52,1.3198848783053407,-7.72593557495195,5.025527451856115e-10,-7.546062687569007,2.328330964247885e-11,True,True,Both (Concordant)
ICOSLG,0.22875193763672447,-0.8039979560214807,0.4252816299083411,-0.7900611198162826,0.43139965607304964,False,False,Neither
MRGPRD,2.563354083177085,-0.9965563739332641,0.32387589834617114,-1.0014309381056872,0.3190848083190635,False,False,Neither
AR,-1.9885599327340928,11.086345609391055,5.878400028721037e-15,11.471372480205138,8.055010450008952e-20,True,True,Both (Concordant)
RP11-212D19.4,1.4551801683676255,-3.0678931146443533,0.0035064494742088454,-3.149329877834277,0.002169650714800306,True,True,Both (Concordant)
PARP3,-0.9804597899844482,14.702455203756381,1.3516116887858992e-19,13.148767298467943,2.3094987909053757e-23,True,True,Both (Concordant)
AHSA1,0.5786274055050097,-5.885819823806898,3.507481374475644e-07,-5.690507336608252,1.3177171981918243e-07,False,False,Neither
PDE6H,-0.3856973950588291,0.6706545124383888,0.5055896019292274,0.6999583606204578,0.48561160038892603,False,False,Neither
C21orf33,-0.16506687330336042,3.032566906688837,0.003869882201368562,2.85965239631552,0.005182623328967922,False,False,Neither
IGFL3,6.250822412104848,-2.5502620545523778,0.013940894811195764,-2.5400699233463335,0.012654186711699093,True,True,Both (Concordant)
ZNF180,0.1727328915424835,-1.7301515891059485,0.08989783661453891,-1.454196089662813,0.14908721735463845,False,False,Neither
FGF3,8.766754205538774,-1.561419366725233,0.12486092783321592,-1.5603360703780038,0.12190412106886665,False,False,Neither
GALNT11,0.016114919690079877,-0.1435014720424426,0.8864826781071242,-0.1455338816782776,0.8845882845972504,False,False,Neither
S100A7A,8.384831404682803,-3.2633237821879435,0.0020101818645014147,-3.26125946833491,0.001526496853596181,True,True,Both (Concordant)
MRPS27,0.021774906278388864,-0.30015982986758094,0.7653250050377056,-0.28271292949716437,0.7779931733334771,False,False,Neither
MARCH9,0.1231475206477074,-1.0533501045229259,0.29734723802207363,-0.9917804958097621,0.32374710288043207,False,False,Neither
MMP1,5.502267418989907,-4.079301670375944,0.00016572742405407447,-4.082299159393488,9.106401642422641e-05,True,True,Both (Concordant)
KRTAP10-6,-2.518467088934249,0.8103835388699193,0.4216382457984983,0.8131798182940779,0.4180862028056851,False,False,Neither
