Hugo_Symbol,T_Independent,P_Independent
TXNDC15,11.029515872050565,7.166768871098185e-19
IPO5,-4.076666849354864,9.296801397873094e-05
C8B,6.448224338932886,4.288334790316497e-09
DGKD,7.060872424428501,2.4049160136863987e-10
TMPO,-8.256595650627213,7.169389654366769e-13
LY86,12.797019772340375,1.2503106059906408e-22
LDOC1,-2.1807480784255637,0.031595047461046494
MAD2L1,-11.739948039090597,2.147157558684308e-20
BAI1,-2.0330226287479856,0.04475450383863399
TOMM70A,-9.656094232945067,6.752375462279542e-16
MRI1,-3.812077687211441,0.00024082984322248817
ARAP1,9.949422866213212,1.55828732815928e-16
DZIP1,-2.104256027954314,0.03791528838206264
VDAC3,-5.689828252876294,1.3216602389349175e-07
RBM42,-3.825016292412733,0.00023009334807207434
MROH7-TTC4,2.6848029425367406,0.008522686045828846
ATP8B2,4.05952839672691,9.899928743400881e-05
MMADHC,-5.324079983321528,6.448093782850549e-07
SIK3,4.645466641488813,1.0564877526698675e-05
GOLIM4,-3.7397474749050246,0.0003101989137568795
GPR149,-2.454226104994335,0.01588300854244244
FLJ20306,-3.490854815415073,0.0007234501319163757
ZAR1L,-3.4214197557442736,0.0009099681712262806
TSHZ2,-4.970401827885885,2.8398468725074148e-06
ADAM11,-4.132380010812577,7.570147126044008e-05
SNX18,9.46682756773012,1.7391364162809582e-15
KIF17,15.30051373917563,1.0159860664611184e-27
PARP11,-2.092321254083518,0.038994003069034805
IL7,6.154895628386755,1.6481932633959036e-08
RBPMS2,5.315536061696539,6.687246820490822e-07
AGTR2,6.546231219840278,2.7208130603585967e-09
PLA2G4D,-3.189402127876692,0.0019148607275143502
MTDH,-4.263722746287492,4.632769272555261e-05
MT-CYB,7.528453976631301,2.5359620229723124e-11
TRIP6,-4.546083706560503,1.5633539425296024e-05
CYSLTR1,12.801482082435996,1.223710463964408e-22
SH3BGRL,15.224139203534932,1.4368913574010525e-27
TAF15,-4.489474423977098,1.95009603397266e-05
NMU,-2.892318323195222,0.0047114818769055725
AC079354.1,3.6418908306814273,0.0004347101864352072
NPIPA1,2.356997400721079,0.020412013182460526
DNAJA3,-5.05430956348513,2.0072826529599327e-06
TIAF1,2.639962570235822,0.009648466972414747
KAT5,8.421071300596799,3.178917078351658e-13
CPNE9,7.558255917833623,2.1945433996430573e-11
CHORDC1,-5.023345732101379,2.282282436312e-06
IL26,2.3898349359308804,0.018768394581508155
RIOK1,-10.131367137426574,6.278303778644486e-17
HIBCH,-2.803175683100385,0.006100282431953182
OGFOD1,-4.227268217281869,5.314189556632436e-05
CSNK1G2,-5.117548500109271,1.5423155435896865e-06
GNA14,16.097457762803838,2.850651546630206e-29
SYT14,-6.591399961159519,2.2043594268903714e-09
CCDC68,14.533052017388401,3.417261474091642e-26
ZNF564,4.563889922885861,1.4578692640560311e-05
ANKRD6,3.488501894050853,0.0007291316286548386
NDUFS3,-3.3573375875747162,0.0011214552593864968
EFCAB4B,-3.472581577650535,0.0007686935427748608
STRN,-5.529741446600045,2.6609430696916676e-07
SCARF2,3.9323556763791387,0.00015701993940060217
C5orf22,-8.006027533354269,2.4629341731422205e-12
FBXO45,-8.385741780272376,3.786436532130232e-13
TOP2B,2.608604870261211,0.010513966848600962
ZNF16,-6.879711450827831,5.686652140391094e-10
CYP2F1,2.2595667027714215,0.026062476670548996
AMIGO1,10.96221118901301,1.0008263085937082e-18
SOX11,-3.040734523864549,0.00302737122838357
STX16-NPEPL1,3.07643013423403,0.0027157580850847743
ESPN,-6.756270251766319,1.0181234608936172e-09
LAPTM4A,7.340709225636828,6.285965229518673e-11
KCNK3,12.897491492197362,7.708104943208313e-23
PDE2A,9.196634471798342,6.706739157039765e-15
TTLL11,11.630540444522369,3.677020446376166e-20
FBXO38,14.20041845893372,1.6031879833337834e-25
ANKMY1,5.927491806102654,4.600936089556415e-08
GTF2IRD1,-10.058638002037663,9.028809052029996e-17
BIRC6,-3.874038833485876,0.00019340807595815424
EIF1AY,2.3197626056316634,0.022428855514378263
SEC22A,-5.833878118993422,6.987641812366332e-08
ZC3H15,-7.445365557571165,3.7924040281891484e-11
DHCR24,10.0715024297192,8.466767002024825e-17
ZDHHC2,3.1339205333834377,0.002275769941272104
C1orf220,-3.1210612609969317,0.002368002166813575
GLG1,-3.906774058535069,0.00017209480394247392
DKKL1,-2.9477245688733094,0.004001433242526351
AK3,5.49375150867435,3.110316046774684e-07
HEATR2,-9.350622494204286,3.1082425204734204e-15
PRKX,-6.276440979321688,9.461863493475838e-09
